,algo,family_lable,ari,fmi,homogeneity,completeness,v_measure,tp,fp,fn,tn,family_size,re_size
162,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Enterobacter,0.8786544398038859,0.9779019890632276,0.8386529623245021,0.7413703755943142,0.7870168076007836,0.09090909090909091,0.0,0.01818181818181818,0.8909090909090909,55,5
17,<class 'sklearn.cluster._dbscan.DBSCAN'>,Diplococcus,0.463618802318094,0.9591678096644419,0.6120359227353217,0.2640240425582367,0.36890670710490103,0.0196078431372549,0.0,0.0392156862745098,0.9411764705882353,51,1
174,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Moraxella,0.7447833065810594,0.9568496885950687,0.7321596405397185,0.5542157893504782,0.6308802604336415,0.07407407407407407,0.0,0.037037037037037035,0.8888888888888888,54,4
44,<class 'sklearn.cluster._dbscan.DBSCAN'>,Thermoplasma,0.3549973651853153,0.9393911530907418,0.5429987341208927,0.19061535127803197,0.2821753194438662,0.0196078431372549,0.0,0.058823529411764705,0.9215686274509803,51,1
185,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Streptomyces,0.5436997918410137,0.9386503207015755,0.6167940320942551,0.3414107948907943,0.43953053637556627,0.044585987261146494,0.0,0.05732484076433121,0.8980891719745223,157,7
183,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Sphaerotilus,0.5952582358193524,0.9369687007474506,0.6392515284712909,0.3937178184645023,0.48730336091078497,0.05660377358490566,0.0,0.05660377358490566,0.8867924528301887,53,3
156,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Citrobacter,0.6494461594334483,0.9358505544576419,0.4807138944215439,0.42495174580067574,0.45111617266379533,0.07272727272727272,0.01818181818181818,0.03636363636363636,0.8727272727272727,55,5
190,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Thermus,0.43626603012634224,0.9297267996688643,0.5630044070805916,0.2534424952159976,0.34953710118009346,0.033816425120772944,0.0,0.06763285024154589,0.8985507246376812,207,7
168,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Haemophilus,0.5366199555832372,0.9242961818866308,0.38383858940727217,0.30182665777775125,0.3379279292411366,0.05555555555555555,0.018518518518518517,0.04938271604938271,0.8765432098765432,162,12
43,<class 'sklearn.cluster._dbscan.DBSCAN'>,Thermococcus,-0.028976175144880875,0.9209370289426528,0.012443374527241603,0.005367903947640151,0.007500285770158736,0.0,0.0196078431372549,0.058823529411764705,0.9215686274509803,51,1
177,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Nocardia,0.36476567989490727,0.9201005722186186,0.5248179477986026,0.20341795764784604,0.2931945384172659,0.02912621359223301,0.0,0.07766990291262135,0.8932038834951457,103,3
29,<class 'sklearn.cluster._dbscan.DBSCAN'>,Methylococcus,0.2823353293413174,0.9200777744431793,0.49166314964863234,0.1479327371530255,0.22743446912551735,0.0196078431372549,0.0,0.0784313725490196,0.9019607843137255,51,1
180,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Rhodobacter,0.2823353293413174,0.9200777744431793,0.49166314964863234,0.1479327371530255,0.22743446912551735,0.0196078431372549,0.0,0.0784313725490196,0.9019607843137255,51,1
182,<class 'sklearn.covariance._elliptic_envelope.EllipticEnvelope'>,Shewanella,0.2823353293413174,0.9200777744431793,0.49166314964863234,0.1479327371530255,0.22743446912551735,0.0196078431372549,0.0,0.0784313725490196,0.9019607843137255,51,1
